id,name,description,itemid,members,buylimit,highalch
1967,Guthix balance(2),"A potion of harralander, red spiders eggs, garlic and silver dust.",7664,True,0,120
1968,Guthix balance(1),"A potion of harralander, red spiders eggs, garlic and silver dust.",7666,True,0,120
1969,Gadderhammer,A specially crafted hammer with strange markings on it.,7668,True,0,1800
1970,Toy soldier,Nice bit of crafting!,7759,True,0,6
1971,Toy soldier (wound),Nice bit of crafting!,7761,True,0,6
1972,Toy doll,Nice bit of crafting!,7763,True,0,6
1973,Toy doll (wound),Nice bit of crafting!,7765,True,0,6
1974,Toy mouse,Nice bit of crafting!,7767,True,0,6
1975,Toy mouse (wound),Nice bit of crafting!,7769,True,0,6
1976,Toy cat,Nice bit of crafting!,7771,True,0,6
1977,Snake hide,Scaly but not slimy!,7801,True,0,21
1978,Bottle of wine,A very good vintage.,7919,True,0,300
1979,Pure essence,An uncharged Rune Stone of extra capability.,7936,False,20000,2
1980,Tortoise shell,A word in your shell-like.,7939,True,0,600
1981,Raw monkfish,I should try cooking this.,7944,True,0,138
1982,Monkfish,A tasty fish.,7946,True,13000,138
1983,Varrock teleport,A tablet containing a magic spell.,8007,True,1000,1
1984,Lumbridge teleport,A tablet containing a magic spell.,8008,True,0,1
1985,Falador teleport,A tablet containing a magic spell.,8009,True,0,1
1986,Camelot teleport,A tablet containing a magic spell.,8010,True,0,1
1987,Ardougne teleport,A tablet containing a magic spell.,8011,True,0,1
1988,Watchtower teleport,A tablet containing a magic spell.,8012,True,0,1
1989,Teleport to house,A tablet containing a magic spell.,8013,True,0,1
1990,Bones to bananas,A tablet containing a magic spell.,8014,True,0,1
1991,Bones to peaches,A tablet containing a magic spell.,8015,True,0,1
1992,Enchant sapphire,A tablet containing a magic spell.,8016,True,0,1
1993,Enchant emerald,A tablet containing a magic spell.,8017,True,0,1
1994,Enchant ruby,A tablet containing a magic spell.,8018,True,0,1
1995,Enchant diamond,A tablet containing a magic spell.,8019,True,0,1
1996,Enchant dragonstn.,A tablet containing a magic spell.,8020,True,0,1
1997,Enchant onyx,A tablet containing a magic spell.,8021,True,0,1
1998,Bagged dead tree,You can plant this in your garden.,8417,True,0,600
1999,Bagged nice tree,You can plant this in your garden.,8419,True,0,1200
2000,Bagged oak tree,You can plant this in your garden.,8421,True,0,3000
2001,Bagged willow tree,You can plant this in your garden.,8423,True,0,6000
2002,Bagged maple tree,You can plant this in your garden.,8425,True,0,9000
2003,Bagged yew tree,You can plant this in your garden.,8427,True,0,12000
2004,Bagged magic tree,You can plant this in your garden.,8429,True,0,30000
2005,Bagged plant 1,You can plant this in your garden.,8431,True,0,600
2006,Bagged plant 2,You can plant this in your garden.,8433,True,0,3000
2007,Bagged plant 3,You can plant this in your garden.,8435,True,0,6000
2008,Thorny hedge,You can plant this in your garden.,8437,True,0,3000
2009,Nice hedge,You can plant this in your garden.,8439,True,0,6000
2010,Small box hedge,You can plant this in your garden.,8441,True,0,9000
2011,Topiary hedge,You can plant this in your garden.,8443,True,0,12000
2012,Fancy hedge,You can plant this in your garden.,8445,True,0,15000
2013,Tall fancy hedge,You can plant this in your garden.,8447,True,0,30000
2014,Tall box hedge,You can plant this in your garden.,8449,True,0,60000
2015,Bagged flower,You can plant this in your garden.,8451,True,0,3000
2016,Bagged daffodils,You can plant this in your garden.,8453,True,0,6000
2017,Bagged bluebells,You can plant this in your garden.,8455,True,0,9000
2018,Bagged sunflower,You can plant this in your garden.,8457,True,0,3000
2019,Bagged marigolds,You can plant this in your garden.,8459,True,0,6000
2020,Bagged roses,You can plant this in your garden.,8461,True,0,9000
2021,Crude chair,How does it all fit in there?,8496,True,0,6
2022,Wooden chair,How does it all fit in there?,8498,True,0,6
2023,Rocking chair,How does it all fit in there?,8500,True,0,6
2024,Oak chair,How does it all fit in there?,8502,True,0,6
2025,Oak armchair,How does it all fit in there?,8504,True,0,6
2026,Teak armchair,How does it all fit in there?,8506,True,0,6
2027,Mahogany armchair,How does it all fit in there?,8508,True,0,6
2028,Bookcase,How does it all fit in there?,8510,True,0,6
2029,Oak bookcase,How does it all fit in there?,8512,True,0,6
2030,Mahogany bookcase,How does it all fit in there?,8514,True,0,6
2031,Beer barrel,How does it all fit in there?,8516,True,0,6
2032,Cider barrel,How does it all fit in there?,8518,True,0,6
2033,Asgarnian ale,How does it all fit in there?,8520,True,0,6
2034,Greenman's ale,How does it all fit in there?,8522,True,0,6
2035,Dragon bitter,How does it all fit in there?,8524,True,0,6
2036,Chef's delight,How does it all fit in there?,8526,True,0,6
2037,Kitchen table,How does it all fit in there?,8528,True,0,6
2038,Oak kitchen table,How does it all fit in there?,8530,True,0,6
2039,Teak kitchen table,How does it all fit in there?,8532,True,0,6
2040,Wood dining table,How does it all fit in there?,8548,True,0,6
2041,Oak dining table,How does it all fit in there?,8550,True,0,6
2042,Carved oak table,How does it all fit in there?,8552,True,0,6
2043,Teak table,How does it all fit in there?,8554,True,0,6
2044,Carved teak table,How does it all fit in there?,8556,True,0,6
2045,Mahogany table,How does it all fit in there?,8558,True,0,6
2046,Opulent table,How does it all fit in there?,8560,True,0,6
2047,Wooden bench,How does it all fit in there?,8562,True,0,6
2048,Oak bench,How does it all fit in there?,8564,True,0,6
2049,Carved oak bench,How does it all fit in there?,8566,True,0,6
2050,Teak dining bench,How does it all fit in there?,8568,True,0,6
2051,Carved teak bench,How does it all fit in there?,8570,True,0,6
2052,Mahogany bench,How does it all fit in there?,8572,True,0,6
2053,Gilded bench,How does it all fit in there?,8574,True,0,6
2054,Wooden bed,How does it all fit in there?,8576,True,0,6
2055,Oak bed,How does it all fit in there?,8578,True,0,6
2056,Large oak bed,How does it all fit in there?,8580,True,0,6
2057,Teak bed,How does it all fit in there?,8582,True,0,6
2058,Large teak bed,How does it all fit in there?,8584,True,0,6
2059,Four-poster bed,How does it all fit in there?,8586,True,0,6
2060,Gilded four-poster,How does it all fit in there?,8588,True,0,6
2061,Oak clock,How does it all fit in there?,8590,True,0,6
2062,Teak clock,How does it all fit in there?,8592,True,0,6
2063,Gilded clock,How does it all fit in there?,8594,True,0,6
2064,Shaving stand,How does it all fit in there?,8596,True,0,6
2065,Oak shaving stand,How does it all fit in there?,8598,True,0,6
2066,Oak dresser,How does it all fit in there?,8600,True,0,6
2067,Teak dresser,How does it all fit in there?,8602,True,0,6
2068,Fancy teak dresser,How does it all fit in there?,8604,True,0,6
2069,Mahogany dresser,How does it all fit in there?,8606,True,0,6
2070,Gilded dresser,How does it all fit in there?,8608,True,0,6
2071,Shoe box,How does it all fit in there?,8610,True,0,6
2072,Oak drawers,How does it all fit in there?,8612,True,0,6
2073,Oak wardrobe,How does it all fit in there?,8614,True,0,6
2074,Teak drawers,How does it all fit in there?,8616,True,0,6
2075,Teak wardrobe,How does it all fit in there?,8618,True,0,6
2076,Mahogany wardrobe,How does it all fit in there?,8620,True,0,6
2077,Gilded wardrobe,How does it all fit in there?,8622,True,0,6
2078,Crystal ball,How does it all fit in there?,8624,True,0,6
2079,Elemental sphere,How does it all fit in there?,8626,True,0,6
2080,Crystal of power,How does it all fit in there?,8628,True,0,6
2081,Oak plank,A plank of sturdy oak.,8778,True,0,150
2082,Teak plank,A plank of fine teak.,8780,True,0,300
2083,Mahogany plank,A plank of expensive mahogany.,8782,True,0,900
2084,Gold leaf,A very delicate sheet of gold.,8784,True,0,60000
2085,Marble block,A beautifully carved marble block.,8786,True,0,150000
2086,Magic stone,A magic stone to make high-level furniture.,8788,True,0,450000
2087,Bolt of cloth,A bolt of ordinary cloth.,8790,True,0,300
2088,Clockwork,A clockwork mechanism.,8792,True,0,300
2089,Saw,Good for cutting wood.,8794,True,0,6
2090,Timber beam,"A hefty beam of timber, perfect for building temples.",8837,True,0,1
2091,Bone dagger,A powerful dagger.,8872,True,0,1200
2092,Bone dagger (p),A powerful dagger.,8874,True,0,1200
2093,Bone dagger (p+),A powerful dagger.,8876,True,0,1200
2094,Bone dagger (p++),A powerful dagger.,8878,True,0,1200
2095,Dorgeshuun crossbow,This fires crossbow bolts.,8880,True,0,1200
2096,Bone bolts,Good if you have a bone crossbow!,8882,True,0,2
2097,Black mask (10),A magic cave horror mask.,8901,True,0,1800
2098,Black mask,An inert-seeming cave horror mask.,8921,True,0,1800
2099,Bandana eyepatch,Essential pirate wear.,8924,True,0,60
2100,Bandana eyepatch,Essential pirate wear.,8925,True,0,60
2101,Bandana eyepatch,Essential pirate wear.,8926,True,0,60
2102,Bandana eyepatch,Essential pirate wear.,8927,True,0,60
2103,Hat eyepatch,Essential pirate wear.,8928,True,0,60
2104,Security book,WARNING: Contains information which could make your account secure!,9003,False,0,1
2105,Stronghold notes,Information regarding the Stronghold of Security.,9004,False,0,1
2106,Ivory comb,Gets knots and kinks out of your hair.,9026,True,0,6
2107,Golden scarab,Little ornament in the shape of a scarab.,9028,True,0,18
2108,Stone scarab,Little ornament in the shape of a scarab.,9030,True,0,12
2109,Pottery scarab,Little ornament in the shape of a scarab.,9032,True,0,6
2110,Golden statuette,A small golden statuette.,9034,True,0,18
2111,Pottery statuette,A small statuette.,9036,True,0,6
2112,Stone statuette,A small statuette.,9038,True,0,12
2113,Gold seal,A seal. It's gold.,9040,True,0,18
2114,Stone seal,A seal. Made out of stone obviously.,9042,True,0,12
2115,Pharaoh's sceptre (3),This sceptre is fully charged.,9044,True,0,50000
2116,Pharaoh's sceptre,This sceptre has no remaining charges.,9050,True,0,50000
2117,Locust meat,"Delicious and nutritious. Well, nutritious anyway.",9052,True,0,1
2118,Astral rune,Used for Lunar spells.,9075,True,10000,30
2119,Iron bolts,Iron crossbow bolts.,9140,True,0,1
2120,Steel bolts,Steel crossbow bolts.,9141,True,0,5
2121,Mithril bolts,Mithril crossbow bolts.,9142,True,0,12
2122,Adamant bolts,Adamantite crossbow bolts.,9143,True,0,35
2123,Runite bolts,Runite crossbow bolts.,9144,True,10000,180
2124,Silver bolts,Silver crossbow bolts.,9145,True,0,3
2125,Bronze crossbow,A bronze crossbow.,9174,True,0,44
2126,Iron crossbow,An iron crossbow.,9177,True,0,94
2127,Steel crossbow,A steel crossbow.,9179,True,0,216
2128,Mith crossbow,A mithril crossbow.,9181,True,0,470
2129,Adamant crossbow,An adamantite crossbow.,9183,True,0,1060
2130,Rune crossbow,A runite crossbow.,9185,True,0,9720
2131,Jade bolt tips,Jade bolt tips.,9187,True,0,6
2132,Topaz bolt tips,Red Topaz bolt tips.,9188,True,0,8
2133,Sapphire bolt tips,Sapphire bolt tips.,9189,True,0,10
2134,Emerald bolt tips,Emerald bolt tips.,9190,True,0,20
2135,Ruby bolt tips,Ruby bolt tips.,9191,True,0,40
2136,Diamond bolt tips,Diamond bolt tips.,9192,True,0,80
2137,Dragon bolt tips,Dragonstone bolt tips.,9193,True,0,400
2138,Onyx bolt tips,Onyx bolt tips.,9194,True,0,600
2139,Opal bolts (e),Enchanted Opal tipped Bronze Crossbow Bolts.,9236,True,0,4
2140,Pearl bolts (e),Enchanted Pearl tipped Iron Crossbow Bolts.,9238,True,0,9
2141,Topaz bolts (e),Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,True,0,14
2142,Sapphire bolts (e),Enchanted Sapphire tipped Mithril Crossbow Bolts.,9240,True,0,24
2143,Emerald bolts (e),Enchanted Emerald tipped Mithril Crossbow Bolts.,9241,True,0,35
2144,Ruby bolts (e),Enchanted Ruby tipped Adamantite Crossbow Bolts.,9242,True,0,83
2145,Diamond bolts (e),Enchanted Diamond tipped Adamantite Crossbow Bolts.,9243,True,0,127
2146,Dragon bolts (e),Enchanted Dragonstone tipped Runite Crossbow Bolts.,9244,True,0,638
2147,Onyx bolts (e),Enchanted Onyx tipped Runite Crossbow Bolts.,9245,True,0,9000
2148,Iron bolts (p),Some poisoned iron bolts.,9287,True,0,1
2149,Steel bolts (p),Some poisoned steel bolts.,9288,True,0,5
2150,Mithril bolts (p),Some poisoned mithril bolts.,9289,True,0,12
2151,Adamant bolts (p),Some poisoned adamantite bolts.,9290,True,0,35
2152,Runite bolts (p),Some poisoned runite bolts.,9291,True,0,180
2153,Silver bolts (p),Some poisoned silver bolts.,9292,True,0,3
2154,Iron bolts(p+),Some poisoned iron bolts.,9294,True,0,1
2155,Steel bolts(p+),Some poisoned steel bolts.,9295,True,0,5
2156,Mithril bolts(p+),Some poisoned mithril bolts.,9296,True,0,12
2157,Adamant bolts(p+),Some poisoned adamantite bolts.,9297,True,0,35
2158,Runite bolts(p+),Some poisoned runite bolts.,9298,True,0,180
2159,Silver bolts(p+),Some poisoned silver bolts.,9299,True,0,3
2160,Iron bolts(p++),Super poisoned iron bolts.,9301,True,0,1
2161,Steel bolts(p++),Super poisoned steel bolts.,9302,True,0,5
2162,Mithril bolts(p++),Super poisoned mithril bolts.,9303,True,0,12
2163,Adamant bolts(p++),Super poisoned adamantite bolts.,9304,True,0,35
2164,Runite bolts(p++),Super poisoned runite bolts.,9305,True,0,180
2165,Silver bolts(p++),Some poisoned silver bolts.,9306,True,0,3
2166,Topaz bolts,Topaz tipped Steel crossbow bolts.,9336,True,0,13
2167,Sapphire bolts,Sapphire tipped Mithril crossbow bolts.,9337,True,0,22
2168,Emerald bolts,Emerald tipped Mithril crossbow bolts.,9338,True,0,32
2169,Ruby bolts,Ruby tipped Adamantite crossbow bolts.,9339,True,0,75
2170,Diamond bolts,Diamond tipped Adamantite crossbow bolts.,9340,True,0,115
2171,Dragon bolts,Dragonstone tipped Runite crossbow bolts.,9341,True,0,580
2172,Onyx bolts,Onyx tipped Runite crossbow bolts.,9342,True,0,8180
2173,Bronze bolts (unf),Unfeathered bronze crossbow bolts.,9375,True,0,1
2174,Iron bolts (unf),Unfeathered iron crossbow bolts.,9377,True,0,1
2175,Steel bolts (unf),Unfeathered steel crossbow bolts.,9378,True,0,1
2176,Mithril bolts (unf),Unfeathered mithril crossbow bolts.,9379,True,0,1
2177,Adamant bolts(unf),Unfeathered adamantite crossbow bolts.,9380,True,0,1
2178,Runite bolts (unf),Unfeathered runite crossbow bolts.,9381,True,0,1
2179,Silver bolts (unf),Unfeathered silver crossbow bolts.,9382,True,0,1
2180,Mith grapple tip,A mithril grapple tip.,9416,True,0,18
2181,Mith grapple,A mithril grapple tipped bolt - needs a rope.,9418,True,0,29
2182,Mith grapple,A mithril grapple tipped bolt with a rope.,9419,True,0,1
2183,Bronze limbs,A pair of bronze crossbow limbs.,9420,True,0,12
2184,Iron limbs,A pair of iron crossbow limbs.,9423,True,0,42
2185,Steel limbs,A pair of steel crossbow limbs.,9425,True,0,150
2186,Mithril limbs,A pair of mithril crossbow limbs.,9427,True,0,390
2187,Adamantite limbs,A pair of adamantite crossbow limbs.,9429,True,0,960
2188,Runite limbs,A pair of runite crossbow limbs.,9431,True,0,9600
2189,Bolt mould,A mould for creating silver crossbow bolts.,9434,True,0,15
2190,Sinew,I can use this to make a crossbow string.,9436,True,0,1
2191,Crossbow string,A string for a crossbow.,9438,True,0,1
2192,Wooden stock,A wooden crossbow stock.,9440,True,0,12
2193,Oak stock,An oak crossbow stock.,9442,True,0,16
2194,Willow stock,A willow crossbow stock.,9444,True,0,32
2195,Teak stock,A teak crossbow stock.,9446,True,0,46
2196,Maple stock,A maple crossbow stock.,9448,True,0,60
2197,Mahogany stock,A mahogany crossbow stock.,9450,True,0,80
2198,Yew stock,A yew crossbow stock.,9452,True,0,100
2199,Bronze crossbow (u),An unstrung bronze crossbow.,9454,True,0,24
2200,Iron crossbow (u),An unstrung iron crossbow.,9457,True,0,74
2201,Steel crossbow (u),An unstrung steel crossbow.,9459,True,0,196
2202,Mithril crossbow (u),An unstrung mithril crossbow.,9461,True,0,450
2203,Adamant crossbow (u),An unstrung adamantite crossbow.,9463,True,0,1040
2204,Runite crossbow (u),An unstrung runite crossbow.,9465,True,0,9700
2205,Grand seed pod,A seed pod of the Grand Tree.,9469,True,0,150
2206,Gnome scarf,A scarf. You feel your upper lip stiffening.,9470,True,0,600
2207,Gnome goggles,Tally Ho!,9472,True,0,600
